name,outlet_type,street_address,phone_number,payments_accepted,fare_media_available,lat,lon,city,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_awaf_s7ux
Jewel-Osco Store 3473,Ventra Retail Location,819 South Elhurst Rd,,Varies,Varies,42.0368071,-87.9406024,Des Plaines,"{'latitude': '42.03700010500046', 'longitude': '-87.94066866499969', 'human_address': '{""address"": ""819 Elhurst Rd"", ""city"": ""Des Plaines"", ""state"": """", ""zip"": ""60016""}'}",,,17395,,,
Jewel-Osco Store 3477,Ventra Retail Location,4734 North Cumberland,,Varies,Varies,41.9656836,-87.8367953,Chicago,"{'latitude': '41.97552023200046', 'longitude': '-87.83044640499969', 'human_address': '{""address"": ""4734 Cumberland"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60656""}'}",31,36,4448,735,29,34
Jewel-Osco Store 3481,Ventra Retail Location,481 Bussie Highway,,Varies,Varies,42.015971,-87.839635,Park Ridge,"{'latitude': '42.01590256500049', 'longitude': '-87.84042296799964', 'human_address': '{""address"": ""481 Bussie Highway"", ""city"": ""Park Ridge"", ""state"": """", ""zip"": ""60068""}'}",,,9012,,,
Jewel-Osco Store 3484,Ventra Retail Location,5667 West Touhy Avenue,,Varies,Varies,42.0117376,-87.7676979,Niles,"{'latitude': '42.01192397900047', 'longitude': '-87.76923280699964', 'human_address': '{""address"": ""5667 Touhy Avenue"", ""city"": ""Niles"", ""state"": """", ""zip"": ""60714""}'}",,,4456,,,
Jewel-Osco Store 3487,Ventra Retail Location,2485 HOWARD ST,,Varies,Varies,42.0192535,-87.7080908,Evanston ,"{'latitude': '42.01918455400045', 'longitude': '-87.70838714399969', 'human_address': '{""address"": ""2485 HOWARD ST"", ""city"": ""Evanston"", ""state"": """", ""zip"": ""60202""}'}",,,26609,,,
Jewel-Osco Store 3501,Ventra Retail Location,3400 NORTH WESTERN AVENUE,,Varies,Varies,41.9432322,-87.6883989,Chicago,"{'latitude': '41.954753506000486', 'longitude': '-87.66189984799968', 'human_address': '{""address"": ""3400 WESTERN AVENUE"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60018""}'}",53,31,21186,241,39,37
Jewel-Osco Store 3514,Ventra Retail Location,3531 North Broadway,,Varies,Varies,41.789581,-87.877287,Chicago,"{'latitude': '41.93995201700045', 'longitude': '-87.65243587399965', 'human_address': '{""address"": ""3531 Broadway"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60657""}'}",22,57,4449,731,25,38
Jewel-Osco Store 3516,Ventra Retail Location,922 North Green Bay Road,,Varies,Varies,42.37241,-87.8823638,Waukegan,"{'latitude': '42.37392972700047', 'longitude': '-87.88268578099968', 'human_address': '{""address"": ""922 Green Bay Road"", ""city"": ""Waukegan"", ""state"": """", ""zip"": ""60085""}'}",,,9474,,,
Jewel-Osco Store 3632,Ventra Retail Location,3630 N Southport,,Varies,Varies,41.9480204,-87.6642181,Chicago,"{'latitude': '41.95275240300049', 'longitude': '-87.65692860999968', 'human_address': '{""address"": ""3630 Southport"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60613""}'}",53,57,21186,725,25,38
Jewel-Osco Store 3721,Ventra Retail Location,6107 S Archer Ave,,Varies,Varies,41.7930769,-87.769749,Chicago ,"{'latitude': '41.794413930000474', 'longitude': '-87.77065154499968', 'human_address': '{""address"": ""6107 Archer Ave"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60638""}'}",7,53,22268,587,6,35
Jewel - Store #3029,Food Store,9528 S. Roberts Road,708-599-5514,Varies,Purchase Transit Cards and Passes.,41.71797,-87.817873,Hickory Hills,"{'latitude': '41.71787504000048', 'longitude': '-87.81789905399967', 'human_address': '{""address"": ""9528 Roberts Road"", ""city"": ""Hickory Hills"", ""state"": ""IL"", ""zip"": ""60457""}'}",,,10413,,,
Jewel - Store #3030,Food Store,7530 S. Stony Island,773-955-8150,Varies,Purchase Transit Cards and Passes.,41.757809,-87.586122,Chicago,"{'latitude': '41.7458432410005', 'longitude': '-87.60576617099969', 'human_address': '{""address"": ""7530 Stony Island"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60619""}'}",61,40,21546,11,35,31
Jewel - Store #3043,Food Store,443 E. 34th Street,312-842-0667,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.833154,-87.614615,Chicago,"{'latitude': '41.83309058000049', 'longitude': '-87.61495007699966', 'human_address': '{""address"": ""443 34th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60616""}'}",40,1,21194,581,10,1
Jewel - Store #3060,Food Store,7910 S. Cicero Avenue,708-422-5252,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.74878,-87.741325,Burbank,"{'latitude': '41.748500812000486', 'longitude': '-87.74134072299967', 'human_address': '{""address"": ""7910 Cicero Avenue"", ""city"": ""Burbank"", ""state"": ""IL"", ""zip"": ""60459""}'}",,,10417,,,
Jewel - Store #3063,Food Store,763 E. 162nd Street,708-596-1960,Varies,Purchase Transit Cards and Passes.,41.60081,-87.598179,South Holland,"{'latitude': '41.600785188000486', 'longitude': '-87.59819392899965', 'human_address': '{""address"": ""763 162nd Street"", ""city"": ""South Holland"", ""state"": ""IL"", ""zip"": ""60473""}'}",,,2321,,,
Jewel - Store #3072,Food Store,306 E 144th Street,708-849-2000,Varies,Purchase Transit Cards and Passes.,41.633495,-87.614512,Dolton,"{'latitude': '41.63352457400049', 'longitude': '-87.61437031699967', 'human_address': '{""address"": ""306 144th Street"", ""city"": ""Dolton"", ""state"": ""IL"", ""zip"": ""60419""}'}",,,26912,,,
Jewel - Store #3086,Food Store,8801 S. Ridgeland,708-599-4500,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.73506,-87.581682,Chicago,"{'latitude': '41.72629071600045', 'longitude': '-87.55734977399965', 'human_address': '{""address"": ""8801 Ridgeland"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}'}",25,44,21202,493,37,43
Jewel - Store #3090,Food Store,2500 Lincoln Highway,708-747-8288,Varies,Purchase Transit Cards and Passes.,41.50619,-87.678065,Olympia Fields,"{'latitude': '41.50616225700048', 'longitude': '-87.67814786299965', 'human_address': '{""address"": ""2500 Lincoln Highway"", ""city"": ""Olympia Fields"", ""state"": ""IL"", ""zip"": ""60461""}'}",,,10420,,,
Jewel - Store #3092,Food Store,1655 E. 95th Street,773-731-9086,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.722373,-87.58292,Chicago,"{'latitude': '41.72234143100047', 'longitude': '-87.58354481399965', 'human_address': '{""address"": ""1655 95th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}'}",25,48,21202,252,37,43
Jewel - Store # 3098,Food Store,12001 S. Pulaski Road,708-371-3460,Varies,Purchase Transit Cards and Passes.,41.673901,-87.717954,Alsip,"{'latitude': '41.674202951000495', 'longitude': '-87.71960367799966', 'human_address': '{""address"": ""12001 Pulaski Road"", ""city"": ""Alsip"", ""state"": ""IL"", ""zip"": ""60803""}'}",,,4457,334,,
Jewel - Store #3103,Food Store,7122 W. 40th Street,708-484-8421,Varies,Purchase Transit Cards and Passes.,41.819395,-87.800547,Stickney,"{'latitude': '41.81847085600049', 'longitude': '-87.80101051299965', 'human_address': '{""address"": ""7122 40th Street"", ""city"": ""Stickney"", ""state"": ""IL"", ""zip"": ""60402""}'}",,,26624,,,
Jewel - Store #3107,Food Store,9424 S. Pulaski Road,708-423-0535,Varies,Purchase Transit Cards and Passes.,41.713533,-87.721588,Oak Lawn,"{'latitude': '41.69129361200049', 'longitude': '-87.72031954399966', 'human_address': '{""address"": ""9424 Pulaski Road"", ""city"": ""Oak Lawn"", ""state"": ""IL"", ""zip"": ""60655""}'}",,,4447,,,
Jewel - Store #3114,Food Store,3128 W. 103rd Street,773-238-4444,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.706203,-87.699764,Chicago,"{'latitude': '41.70623107600045', 'longitude': '-87.70002763699966', 'human_address': '{""address"": ""3128 103rd Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60655""}'}",33,73,4447,256,42,33
Jewel - Store #3139,Food Store,3940 E. 106th Street,773-768-2322,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.702696,-87.527705,Chicago,"{'latitude': '41.70271026300048', 'longitude': '-87.52608054699965', 'human_address': '{""address"": ""3940 106th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}'}",25,49,21202,705,47,47
Jewel - Store #3157,Food Store,4650 W. 103rd Street,708-636-2520,Varies,Purchase Transit Cards and Passes.,41.705631,-87.736898,Oak Lawn,"{'latitude': '41.705658756000446', 'longitude': '-87.73693580899965', 'human_address': '{""address"": ""4650 103rd Street"", ""city"": ""Oak Lawn"", ""state"": ""IL"", ""zip"": ""60453""}'}",,,10408,,,
Jewel - Store #3159,Food Store,3153 W. 183rd Street,708-957-3131,Varies,Purchase Transit Cards and Passes.,41.557188,-87.692988,Homewood,"{'latitude': '41.55715641000046', 'longitude': '-87.69302874599964', 'human_address': '{""address"": ""3153 183rd Street"", ""city"": ""Homewood"", ""state"": ""IL"", ""zip"": ""60430""}'}",,,9301,,,
Jewel - Store #3170,Food Store,5320 S. Pulaski Road,773-284-7700,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.7962,-87.723245,Chicago,"{'latitude': '41.796525472000496', 'longitude': '-87.72327462799967', 'human_address': '{""address"": ""5320 Pulaski Road"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60632""}'}",56,60,22248,793,6,35
Jewel - Store #3176,Food Store,9400 S. Ashland Avenue,773-238-2393,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.722942,-87.662716,Chicago,"{'latitude': '41.722800306000465', 'longitude': '-87.66273086699965', 'human_address': '{""address"": ""9400 Ashland Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60620""}'}",59,72,21554,632,13,18
Jewel - Store #3181,Food Store,87 W. 87th Street,773-487-8700,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.736256,-87.626952,Chicago,"{'latitude': '41.73626760700046', 'longitude': '-87.62642860399967', 'human_address': '{""address"": ""87 87th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60620""}'}",59,40,21554,1,13,18
Jewel - Store #3187,Food Store,11730 S. Marshfield Av.,773-568-8157,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.680334,-87.662438,Chicago,"{'latitude': '41.680500089000475', 'longitude': '-87.66246295299965', 'human_address': '{""address"": ""11730 Marshfield Av"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60643""}'}",13,74,22212,378,22,45
Jewel - Store #3210,Food Store,1210 N. Clark Street,312-944-6950,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.904268,-87.631456,Chicago,"{'latitude': '41.90418369000048', 'longitude': '-87.63150961499969', 'human_address': '{""address"": ""1210 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60610""}'}",54,37,14926,17,11,22
Jewel - Store #3223,Food Store,7525 W. Lake Street,708-771-0044,Varies,Purchase Transit Cards and Passes.,41.888384,-87.81255,River Forest,"{'latitude': '41.8883512320005', 'longitude': '-87.81283745599967', 'human_address': '{""address"": ""7525 Lake Street"", ""city"": ""River Forest"", ""state"": ""IL"", ""zip"": ""60305""}'}",,,26619,,,
Jewel - Store #3224,Food Store,6430 W. Irving Park Road,773-725-8900,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.9529,-87.787704,Chicago,"{'latitude': '41.95292597300045', 'longitude': '-87.78734527999967', 'human_address': '{""address"": ""6430 Irving Park Road"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60634""}'}",52,17,22254,442,19,25
Jewel - Store #3228,Food Store,2128 Mannheim Road,708-531-9560,Varies,Purchase Transit Cards and Passes.,42.013839,-87.887327,Des Plaines,"{'latitude': '42.0135563610005', 'longitude': '-87.8872627189997', 'human_address': '{""address"": ""2128 Mannheim Road"", ""city"": ""Des Plaines"", ""state"": ""IL"", ""zip"": ""60018""}'}",,,16197,,,
Jewel - Store #3236,Food Store,7036 W. Roosevelt Road,708-524-9660,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.865045,-87.800482,Oak Park,"{'latitude': '41.8650403470005', 'longitude': '-87.80065100099966', 'human_address': '{""address"": ""7036 Roosevelt Road"", ""city"": ""Oak Park"", ""state"": ""IL"", ""zip"": ""60304""}'}",,,26624,,,
Jewel - Store #3241,Food Store,1341 N. Paulina,773-342-3410,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.906241,-87.670009,Chicago,"{'latitude': '41.90223302400045', 'longitude': '-87.68066971999968', 'human_address': '{""address"": ""1341 Paulina"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60622""}'}",4,25,21560,476,11,16
Jewel - Store #3254,Food Store,7201 W. 24th Street,708-442-9151,Varies,Purchase Transit Cards and Passes.,41.847719,-87.803619,North Riverside,"{'latitude': '41.84684180700049', 'longitude': '-87.79835713299968', 'human_address': '{""address"": ""7201 24th Street"", ""city"": ""North Riverside"", ""state"": ""IL"", ""zip"": ""60402""}'}",,,26624,,,
Jewel - Store #3257,Food Store,10203 W. Grand Avenue,847-455-7711,Varies,Purchase Transit Cards and Passes.,41.930153,-87.879918,Franklin Park,"{'latitude': '41.93013228400048', 'longitude': '-87.87999231599969', 'human_address': '{""address"": ""10203 Grand Avenue"", ""city"": ""Franklin Park"", ""state"": ""IL"", ""zip"": ""60131""}'}",,,15610,,,
Jewel - Store #3262,Food Store,4660 W. Irving Park Road,773-202-0211,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.953445,-87.745058,Chicago,"{'latitude': '41.95347971400048', 'longitude': '-87.74440067899968', 'human_address': '{""address"": ""4660 Irving Park Road"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60641""}'}",21,15,22618,139,50,20
Jewel - Store #3282,Food Store,4729 N. Central Avenue,773-777-1142,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.966794,-87.767447,Chicago,"{'latitude': '41.96697319800046', 'longitude': '-87.76743410499967', 'human_address': '{""address"": ""4729 Central Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60630""}'}",48,15,21869,260,50,20
Jewel - Store #3288,Food Store,438 W. Madison Street,708-383-7111,Varies,Purchase Transit Cards and Passes.,41.881884,-87.639638,Chicago,"{'latitude': '41.88191416000046', 'longitude': '-87.63913549999967', 'human_address': '{""address"": ""438 Madison Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}'}",46,29,14914,784,36,22
Jewel - Store #3290,Food Store,800 W. North Avenue,708-547-7974,Varies,Purchase Transit Cards and Passes.,41.910919,-87.648333,Chicago,"{'latitude': '41.910948000000474', 'longitude': '-87.64837673799968', 'human_address': '{""address"": ""800 North Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60642""}'}",16,68,21190,168,34,51
Jewel - Store #3296,Food Store,7342 W. Foster Avenue,773-775-6866,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.974433,-87.811342,Chicago,"{'latitude': '41.974475329000484', 'longitude': '-87.81051002199968', 'human_address': '{""address"": ""7342 Foster Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60656""}'}",31,36,4448,735,29,34
Jewel - Store #3302,Food Store,3644 S. Archer Avenue,773-523-6923,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.827499,-87.682362,Chicago,"{'latitude': '41.827574696000454', 'longitude': '-87.68230902599964', 'human_address': '{""address"": ""3644 Archer Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60609""}'}",37,56,14924,719,1,26
Jewel - Store #3344,Food Store,1220 S. Ashland Avenue,312-733-0153,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.866257,-87.666377,Chicago,"{'latitude': '41.86629496600045', 'longitude': '-87.66644629299964', 'human_address': '{""address"": ""1220 Ashland Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60608""}'}",43,29,14920,96,23,48
Jewel - Store #3345,Food Store,1224 S. Wabash,312-663-0580,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.866726,-87.625814,Chicago,"{'latitude': '41.86919360200045', 'longitude': '-87.62704800699964', 'human_address': '{""address"": ""1224 Wabash"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60605""}'}",35,38,14913,368,10,48
Jewel - Store #3349,Food Store,2540 N. Narragansett Avenue,773-637-1631,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.926804,-87.785565,Chicago,"{'latitude': '41.92621890400045', 'longitude': '-87.78558308699968', 'human_address': '{""address"": ""2540 Narragansett Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60639""}'}",3,19,22615,137,44,39
Jewel - Store #3368,Food Store,550 N. State Street,312-527-2162,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.892429,-87.628088,Chicago,"{'latitude': '41.89194914900048', 'longitude': '-87.62811398099967', 'human_address': '{""address"": ""550 State Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60654""}'}",55,37,4446,669,36,22
Jewel - Store #3376,Food Store,370 N. Desplaines,312-775-0991,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.88892,-87.644331,Chicago,"{'latitude': '41.88249366400049', 'longitude': '-87.64274651299968', 'human_address': '{""address"": ""370 Desplaines"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60661""}'}",45,29,4452,784,36,22
Jewel - Store #3407,Food Store,5516 N. Clark Street,773-728-7730,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.982203,-87.668506,Chicago,"{'latitude': '41.9821592130005', 'longitude': '-87.66853493299965', 'human_address': '{""address"": ""5516 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60640""}'}",15,76,22616,564,24,46
Jewel - Store #3425,Food Store,1500 Lee Street,847-296-7786,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.025733,-87.89442,Des Plaines,"{'latitude': '42.02556766300046', 'longitude': '-87.89445470299967', 'human_address': '{""address"": ""1500 Lee Street"", ""city"": ""Des Plaines"", ""state"": ""IL"", ""zip"": ""60018""}'}",,,16197,,,
Jewel - Store #3427,Food Store,8203 W. Golf Road,847-966-0547,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.054733,-87.832194,Niles,"{'latitude': '42.054709120000496', 'longitude': '-87.83205280499965', 'human_address': '{""address"": ""8203 Golf Road"", ""city"": ""Niles"", ""state"": ""IL"", ""zip"": ""60714""}'}",,,4456,,,
Jewel - Store #3428,Food Store,1128 Chicago Avenue,847-869-7950,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.896248,-87.656389,Chicago,"{'latitude': '41.89625106800048', 'longitude': '-87.65632071999966', 'human_address': '{""address"": ""1128 Chicago Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60642""}'}",49,25,22620,109,46,41
Jewel - Store #3429,Food Store,8730 W. Dempster Street,847-298-6352,Varies,Purchase Transit Cards and Passes.,42.039902,-87.843739,Niles,"{'latitude': '42.03992793800046', 'longitude': '-87.84367351999964', 'human_address': '{""address"": ""8730 Dempster Street"", ""city"": ""Niles"", ""state"": ""IL"", ""zip"": ""60714""}'}",,,4456,,,
Jewel - Store #3441,Food Store,2940 N. Ashland Avenue,773-871-8242,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.935475,-87.668508,Chicago,"{'latitude': '41.935211868000465', 'longitude': '-87.66853616999964', 'human_address': '{""address"": ""2940 Ashland Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60657""}'}",22,57,4449,711,40,16
